Clave,Entidad y municipio,Entidad,% Mecánica,% Temporal,% Herbicidas químicos,% Insecticidas químicos,% labor agricola,% bosque
20_258,  SAN MIGUEL ACHIUTLA,OAXACA,3.791469194,87.29917355,0,0,72.67180707,0
20_259,  SAN MIGUEL AHUEHUETITLAN,OAXACA,20.94240838,95.74046165,0.132201687,0,60.12112927,0
20_260,  SAN MIGUEL ALOAPAM,OAXACA,0.436681223,99.75004999,0.323571649,0,96.23223888,0.008743934
20_261,  SAN MIGUEL AMATITLAN,OAXACA,2.425876011,99.86054657,0,0,52.10228884,0
20_263,  SAN MIGUEL COATLAN,OAXACA,0,98.31725649,1.562243252,0,85.93839552,4.57798449
20_264,  SAN MIGUEL CHICAHUA,OAXACA,0.354609929,100,0.159436233,0,62.28933071,0.396350213
20_265,  SAN MIGUEL CHIMALAPA,OAXACA,0.807899461,99.41055186,0.366437783,0.273986976,55.5904425,11.91475806
20_266,  SAN MIGUEL DEL PUERTO,OAXACA,0.64516129,99.25195332,0,0.076287579,46.29844482,1.798576124
20_268,  SAN MIGUEL EJUTLA,OAXACA,17.26618705,91.82159216,2.914050032,1.245621671,65.01772022,0
20_269,  SAN MIGUEL EL GRANDE,OAXACA,10.94276094,97.17549312,0,0,70.78288445,1.375938691
20_270,  SAN MIGUEL HUAUTLA,OAXACA,0.67114094,99.502998,0,0,88.99772318,0
20_271,  SAN MIGUEL MIXTEPEC,OAXACA,0.804828974,95.83730173,0.214830463,1.107809087,89.71669425,1.865609402
20_272,  SAN MIGUEL PANIXTLAHUACA,OAXACA,0,99.64912923,0,0,89.59897667,2.10833707
20_273,  SAN MIGUEL PERAS,OAXACA,1.610017889,89.84361387,0.617485625,0.231420979,83.42844998,10.17944033
20_274,  SAN MIGUEL PIEDRAS,OAXACA,0,99.75657254,0.649951315,0.243427459,98.88549214,0
20_275,  SAN MIGUEL QUETZALTEPEC,OAXACA,0,99.43444449,0,0,98.9830436,0
20_276,  SAN MIGUEL SANTA FLOR,OAXACA,0,100,0.3941275,0,96.55302673,0
20_277,  VILLA SOLA DE VEGA,OAXACA,1.472134595,96.05990248,2.685650161,0.30522203,84.51122993,0.448724488
20_278,  SAN MIGUEL SOYALTEPEC,OAXACA,14.11075612,99.34531259,7.646261789,4.291380855,64.22788781,1.445426324
20_279,  SAN MIGUEL SUCHIXTEPEC,OAXACA,0,99.95206391,0,0,35.08337816,47.10140368
20_280,  VILLA TALEA DE CASTRO,OAXACA,0,94.11760484,0.283497571,0.645943832,49.6971554,1.613271007
20_282,  SAN MIGUEL TENANGO,OAXACA,0,95.72763685,2.136181575,0,98.68247694,0
20_283,  SAN MIGUEL TEQUIXTEPEC,OAXACA,71.05263158,100,0,0,52.09316225,0
20_284,  SAN MIGUEL TILQUIAPAM,OAXACA,12.84722222,98.83942435,0.187292897,0,69.70975193,0
20_285,  SAN MIGUEL TLACAMAMA,OAXACA,0.613496933,99.46302547,0,0,64.88735249,0.030098939
20_286,  SAN MIGUEL TLACOTEPEC,OAXACA,8.965517241,97.94331784,0,0,74.77256515,0
20_287,  SAN MIGUEL TULANCINGO,OAXACA,52,94.0004724,0,0,51.42729886,0
20_288,  SAN MIGUEL YOTAO,OAXACA,0,100,0,0,96.83251113,0.679821923
20_289,  SAN NICOLAS,OAXACA,2.482269504,99.76730335,0,0,70.25321379,0.146832883
20_290,  SAN NICOLAS HIDALGO,OAXACA,20.12987013,48.15371477,0,0,97.05019557,0.814863103
20_291,  SAN PABLO COATLAN,OAXACA,0.411522634,97.9830977,0.008376206,0.403380461,91.06453988,0
20_292,  SAN PABLO CUATRO VENADOS,OAXACA,4.240282686,96.63439999,0.059736345,0.200931344,57.58538585,15.95768765
20_293,  SAN PABLO ETLA,OAXACA,13.79310345,82.62929222,0.098107919,0.756832516,49.11115958,0.377620852
20_294,  SAN PABLO HUITZO,OAXACA,16.80216802,81.25339881,6.079197797,5.185295136,71.86352763,0
20_295,  SAN PABLO HUIXTEPEC,OAXACA,83.96501458,67.79211941,14.63089569,3.049752964,74.63104284,0.652754467
20_296,  SAN PABLO MACUILTIANGUIS,OAXACA,3.333333333,100,0,0,77.19016314,0.608716825
20_297,  SAN PABLO TIJALTEPEC,OAXACA,1.414141414,100,0,0,83.33711571,0
20_298,  SAN PABLO VILLA DE MITLA,OAXACA,3.527607362,97.65580365,0.473225261,0.489384172,90.10721121,0.103736054
20_299,  SAN PABLO YAGANIZA,OAXACA,19.67213115,97.62357414,1.901140684,0,56.57130566,0
20_300,  SAN PEDRO AMUZGOS,OAXACA,2.009456265,97.11551192,1.28005909,0.058010299,65.83744946,0.55945997
20_301,  SAN PEDRO APOSTOL,OAXACA,62.98342541,92.60425029,1.20199417,1.774472939,75.80386999,0
20_302,  SAN PEDRO ATOYAC,OAXACA,1.85528757,85.67636142,29.50459247,13.67607738,79.87443117,0.825894737
20_303,  SAN PEDRO CAJONOS,OAXACA,0,100,0,0,76.50269715,0
20_304,  SAN PEDRO COXCALTEPEC CANTAROS,OAXACA,5.853658537,99.9289754,0,0,82.7312296,0
20_305,  SAN PEDRO COMITANCILLO,OAXACA,62.31454006,94.37112223,0,0,69.51789695,0.038692059
20_306,  SAN PEDRO EL ALTO,OAXACA,0,100,0,0,66.10806753,1.082122516
20_307,  SAN PEDRO HUAMELULA,OAXACA,6.914433881,94.25163481,0.135495988,0.083382147,87.43272159,0.253220751
20_308,  SAN PEDRO HUILOTEPEC,OAXACA,5.050505051,51.95619482,0.54574561,1.87615213,87.19758065,0
20_309,  SAN PEDRO IXCATLAN,OAXACA,0,100,0,0,70.0091859,3.897542356
20_310,  SAN PEDRO IXTLAHUACA,OAXACA,4.88372093,71.15895257,28.01040348,0.503833218,84.13162372,0
20_311,  SAN PEDRO JALTEPETONGO,OAXACA,0,95.66160521,0,0,96.04166667,0
20_312,  SAN PEDRO JICAYAN,OAXACA,0.113122172,96.58032327,1.357339853,0.028461729,52.98239717,0.83020692
20_313,  SAN PEDRO JOCOTIPAC,OAXACA,3.375527426,99.84530182,19.86479379,1.044212741,94.12386816,0
20_314,  SAN PEDRO JUCHATENGO,OAXACA,3.289473684,94.01054795,7.643386202,9.677356808,77.51759933,3.543729865
20_315,  SAN PEDRO MARTIR,OAXACA,26.34408602,88.97657585,1.538152207,1.774404343,77.52620708,0
20_316,  SAN PEDRO MARTIR QUIECHAPA,OAXACA,2.962962963,79.61719821,1.848969826,0,87.59355909,0
20_317,  SAN PEDRO MARTIR YUCUXACO,OAXACA,9.157509158,99.36062339,0.249756487,0,94.48693286,1.564772674
20_320,  SAN PEDRO MOLINOS,OAXACA,3.125,83.32202803,0.430082697,0,97.75878362,0.401980282
20_321,  SAN PEDRO NOPALA,OAXACA,2.142857143,98.74251951,0.345933389,0.030300735,96.05617405,0
20_322,  SAN PEDRO OCOPETATILLO,OAXACA,0,100,0,0,93.90644467,0
20_323,  SAN PEDRO OCOTEPEC,OAXACA,4.081632653,94.46558731,0.32247662,0,24.57672796,0.158528852
20_324,  SAN PEDRO POCHUTLA,OAXACA,1.727272727,99.24414394,1.647726051,0.103175571,68.82622038,2.828111046
20_325,  SAN PEDRO QUIATONI,OAXACA,1.199165798,98.94989374,0.680717744,0.690138685,87.31252804,0.238092965
20_326,  SAN PEDRO SOCHIAPAM,OAXACA,0,99.97116558,0.006420621,0.011673856,96.92372782,0.048982344
20_327,  SAN PEDRO TAPANATEPEC,OAXACA,73.97397397,98.40964263,2.943623805,1.360417235,63.15761692,5.593021374
20_328,  SAN PEDRO TAVICHE,OAXACA,3.398058252,99.2493045,0,0,55.07888787,1.129632181
20_329,  SAN PEDRO TEOZACOALCO,OAXACA,3.529411765,98.98654778,1.373733185,0.344729271,64.64286908,0.167117885
20_330,  SAN PEDRO TEUTILA,OAXACA,0,100,0,0,66.98648487,3.526026923
20_331,  SAN PEDRO TIDAA,OAXACA,5.625,86.94669429,0.672712106,0,85.92005179,0
20_332,  SAN PEDRO TOPILTEPEC,OAXACA,62.59541985,99.88002567,0.664043972,0.627772663,91.00318069,0
20_333,  SAN PEDRO TOTOLAPA,OAXACA,1.26984127,83.60297457,2.523274296,1.54972752,64.35042881,0
20_335,  SAN PEDRO YANERI,OAXACA,0.606060606,99.53857512,0,0,91.20188531,0.561104253
20_336,  SAN PEDRO YOLOX,OAXACA,0.35335689,99.25383222,0.270350645,0,86.1251683,0.030177817
20_337,  SAN PEDRO Y SAN PABLO AYUTLA,OAXACA,0.485436893,98.94947084,0.036963063,0,64.36602316,17.96455854
20_338,  VILLA DE ETLA,OAXACA,33.62831858,95.58159791,1.187742497,0,33.12565445,0
20_339,  SAN PEDRO Y SAN PABLO TEPOSCOLULA,OAXACA,23.40791738,99.70961524,2.100783538,0.559240994,83.47859699,0.000831266
20_340,  SAN PEDRO Y SAN PABLO TEQUIXTEPEC,OAXACA,30.26086957,97.97005759,0.212400551,0,68.41564038,0
20_341,  SAN PEDRO YUCUNAMA,OAXACA,18.75,100,0,0,24.73351424,1.197076122
20_342,  SAN RAYMUNDO JALPAN,OAXACA,2.75862069,97.45610225,0,1.240925731,32.39892183,0
20_343,  SAN SEBASTIAN ABASOLO,OAXACA,17.8470255,72.30247128,0.791855204,0,72.32389937,0
20_344,  SAN SEBASTIAN COATLAN,OAXACA,0,99.82455063,0.263174055,0,95.09731194,0.306730569
20_345,  SAN SEBASTIAN IXCAPA,OAXACA,0,99.47611777,0.176895297,0,46.03337365,0.107110957
20_346,  SAN SEBASTIAN NICANANDUTA,OAXACA,0,100,0.055790496,0,72.60777065,0.292026307
20_347,  SAN SEBASTIAN RIO HONDO,OAXACA,0,99.21916612,3.676288898,0,40.21387747,33.9908214
20_348,  SAN SEBASTIAN TECOMAXTLAHUACA,OAXACA,2.224281742,95.2999874,0.669437996,0.518724469,75.5159614,0.291894446
20_349,  SAN SEBASTIAN TEITIPAC,OAXACA,14.16184971,99.42339623,0,0,89.03133903,0
20_350,  SAN SEBASTIAN TUTLA,OAXACA,5.633802817,90.42892066,1.807541299,0.963034299,84.92607738,0
20_351,  SAN SIMON ALMOLONGAS,OAXACA,2.06185567,97.5740818,0.69125626,0,36.35538152,0
20_352,  SAN SIMON ZAHUATLAN,OAXACA,0,99.79972936,0,0,65.78010397,0
20_353,  SANTA ANA,OAXACA,1.53256705,99.13623995,0.738783775,0.158197811,54.65707467,0.034586518
20_354,  SANTA ANA ATEIXTLAHUACA,OAXACA,0,100,0.564885496,0,39.18299291,0
20_355,  SANTA ANA CUAUHTEMOC,OAXACA,0,100,0,0,36.12184522,0.185022791
20_356,  SANTA ANA DEL VALLE,OAXACA,0,99.05820826,1.611463072,0,87.93957636,0
20_357,  SANTA ANA TAVELA,OAXACA,6.341463415,97.34702175,3.541370197,0.203293352,91.60448107,0
20_358,  SANTA ANA TLAPACOYAN,OAXACA,20.65868263,77.29007634,7.126424762,5.882045383,94.26792351,0
20_359,  SANTA ANA YARENI,OAXACA,16.86746988,100,0,0,96.81866384,0
20_360,  SANTA ANA ZEGACHE,OAXACA,31.29548763,96.94815831,1.424508163,0.059132759,94.44056705,0
20_361,  SANTA CATALINA QUIERI,OAXACA,6.844106464,99.28508045,1.590570429,0.502285399,84.68541428,0.942500489
20_362,  SANTA CATARINA CUIXTLA,OAXACA,0.892857143,98.32660127,10.43508367,3.633006347,89.81189941,0.920057248
20_363,  SANTA CATARINA IXTEPEJI,OAXACA,2.005730659,91.26624046,0.25778511,0,85.4967074,0.369757369
20_364,  SANTA CATARINA JUQUILA,OAXACA,0.127877238,98.378916,0.15897438,0,91.77781654,3.604914815
20_365,  SANTA CATARINA LACHATAO,OAXACA,0.837988827,98.13655337,0,0,83.14758592,0.09136679
20_366,  SANTA CATARINA LOXICHA,OAXACA,0,99.90498602,0,0,72.56846863,10.50324311
20_367,  SANTA CATARINA MECHOACAN,OAXACA,1.018675722,99.31393003,0.031184999,0,89.85926956,0
20_368,  SANTA CATARINA MINAS,OAXACA,6.976744186,98.74041986,0.333222259,0.159946684,88.41553238,0
20_370,  SANTA CATARINA TAYATA,OAXACA,17.24137931,98.49240661,4.675756568,1.232679304,38.15198677,0.084399581
20_372,  SANTA CATARINA YOSONOTU,OAXACA,0.928074246,99.83494147,0,0,81.9131158,1.048124389
20_373,  SANTA CATARINA ZAPOQUILA,OAXACA,1.408450704,92.76570757,0.782932081,0.09786651,85.29117304,0.041715335
20_374,  SANTA CRUZ ACATEPEC,OAXACA,2.252252252,100,0,0,61.11480966,0.20173899
20_376,  SANTA CRUZ DE BRAVO,OAXACA,15.78947368,99.63075408,0,0,79.83116883,6.896103896
20_377,  SANTA CRUZ ITUNDUJIA,OAXACA,0.671960904,98.61608138,0.232608619,0.070838564,78.82943999,1.12746103
20_378,  SANTA CRUZ MIXTEPEC,OAXACA,12.75415896,70.23783445,3.120012518,2.638084807,73.82065472,7.993826986
20_379,  SANTA CRUZ NUNDACO,OAXACA,0.412371134,100,0,0,93.85791717,1.337886977
20_380,  SANTA CRUZ PAPALUTLA,OAXACA,8.812260536,90.90448808,1.4194785,1.030704134,97.37296193,0
20_381,  SANTA CRUZ TACACHE DE MINA,OAXACA,45,79.73593813,0.105371857,0,89.87361992,0.093962885
20_382,  SANTA CRUZ TACAHUA,OAXACA,12.24489796,98.99606179,0,0,64.72071601,0
20_383,  SANTA CRUZ TAYATA,OAXACA,5.147058824,97.89823929,0.091501456,0,30.11285853,0.303015126
20_384,  SANTA CRUZ XITLA,OAXACA,1.372997712,94.59476394,0.844829207,0,40.98444003,0.164743347
20_385,  SANTA CRUZ XOXOCOTLAN,OAXACA,30.33175355,72.37714235,10.76600582,7.041525812,65.00248148,0.012407422
20_386,  SANTA CRUZ ZENZONTEPEC,OAXACA,0.031565657,99.23693695,0.055537863,0.009709417,90.64999288,0.253864593
20_387,  SANTA GERTRUDIS,OAXACA,53.09617918,80.86026979,5.226096547,1.491756455,61.02846318,0
20_388,  SANTA INES DEL MONTE,OAXACA,0.3003003,99.21813802,0.184749996,0.338461993,66.15022645,5.552817327
20_389,  SANTA INES YATZECHE,OAXACA,96.06299213,99.04974581,11.73563928,2.850762579,99.56007569,0
20_390,  SANTA LUCIA DEL CAMINO,OAXACA,8.376963351,87.32733268,1.113982711,0.008911862,94.30347841,0
20_391,  SANTA LUCIA MIAHUATLAN,OAXACA,0.318471338,99.5211406,0,0.105450186,67.74409144,0.494963193
20_392,  SANTA LUCIA MONTEVERDE,OAXACA,0.444444444,98.55380938,0.358137339,0.220642049,88.11491987,1.03020739
20_393,  SANTA LUCIA OCOTLAN,OAXACA,66.2591687,97.36536868,0.02761668,0,93.86238684,0.00930098
20_394,  SANTA MARIA ALOTEPEC,OAXACA,0,100,0,0,92.15429842,2.606484715
20_395,  SANTA MARIA APAZCO,OAXACA,0.203252033,96.86718985,0,0,75.49242804,0.548814951
20_396,  SANTA MARIA LA ASUNCION,OAXACA,1.542416452,100,2.10316737,0,79.0233111,0
20_397,  HEROICA CIUDAD DE TLAXIACO,OAXACA,14.52846219,94.14583393,2.043722142,0.070770213,30.72728006,2.090627647
20_398,  AYOQUEZCO DE ALDAMA,OAXACA,26.38146168,96.57669031,3.74209016,0.30180713,88.49898542,0
20_399,  SANTA MARIA ATZOMPA,OAXACA,6.25,94.48010043,0.663024452,0.622358953,90.97091708,0.351989297
20_400,  SANTA MARIA CAMOTLAN,OAXACA,40,52.76409186,9.607515658,16.58037578,88.97808404,0
20_402,  SANTA MARIA CORTIJO,OAXACA,41.2371134,87.58470555,7.343912816,0,25.71329511,0.201812716
20_401,  SANTA MARIA COYOTEPEC,OAXACA,66.95652174,96.57630191,0.04531971,0,88.49996354,0
20_404,  SANTA MARIA CHACHOAPAM,OAXACA,74.03314917,97.27957696,16.8467546,4.167749232,88.97939757,0
20_405,  VILLA DE CHILAPA DE DIAZ,OAXACA,8.450704225,86.82721217,6.923893179,5.450097271,36.13769567,0.252244232
20_406,  SANTA MARIA CHILCHOTLA,OAXACA,0.132731617,99.98851926,0,0,59.60547464,0.670947179
20_407,  SANTA MARIA CHIMALAPA,OAXACA,0.706713781,99.99671349,0.052123987,0.052123987,64.59358594,10.50490739
20_408,  SANTA MARIA DEL ROSARIO,OAXACA,3.738317757,99.6702885,0.749344324,0,51.29953458,0
20_409,  SANTA MARIA DEL TULE,OAXACA,21.33891213,93.79946322,0.344091941,0,62.08071558,0
20_410,  SANTA MARIA ECATEPEC,OAXACA,0,99.78175588,0.109122058,0,94.26514106,0.213864798
20_411,  SANTA MARIA GUELACE,OAXACA,44.66019417,83.32940622,3.687558907,0.194392083,85.50848738,0
20_412,  SANTA MARIA GUIENAGATI,OAXACA,0,99.00908424,0,0,90.62767665,0.008397318
20_413,  SANTA MARIA HUATULCO,OAXACA,8.201438849,96.5168573,0.809877885,0.490716455,76.55840754,7.325825039
20_414,  SANTA MARIA HUAZOLOTITLAN,OAXACA,23.77428307,89.26293412,6.773437272,4.056557268,62.45244596,1.491531826
20_415,  SANTA MARIA IPALAPA,OAXACA,10.46931408,91.52103845,0.467795058,0.228965955,75.72640836,0.325981752
20_416,  SANTA MARIA IXCATLAN,OAXACA,27.27272727,100,54.28194993,0,59.20436817,0
20_418,  SANTA MARIA JALAPA DEL MARQUES,OAXACA,31.27364439,79.57445068,1.145237768,0.650623599,83.8255785,0.302631772
20_419,  SANTA MARIA JALTIANGUIS,OAXACA,2.380952381,99.71203985,0,0,73.9468232,0
20_420,  SANTA MARIA LACHIXIO,OAXACA,3.448275862,96.82691161,0,0,18.7016174,0.055772448
20_421,  SANTA MARIA MIXTEQUILLA,OAXACA,42.96028881,67.23003466,6.041952488,1.955466099,97.09265844,0
20_422,  SANTA MARIA NATIVITAS,OAXACA,5.844155844,99.49969809,0.143764916,0.069007159,97.74598803,0
20_423,  SANTA MARIA NDUAYACO,OAXACA,0,99.45828819,0,0,76.1722031,0
20_425,  SANTA MARIA PAPALO,OAXACA,0,99.9617813,0,0,95.02455039,0.01452686
20_426,  SANTA MARIA PEÑOLES,OAXACA,0,95.76276465,0.163509633,0.093434076,90.9014224,0.232396858
20_427,  SANTA MARIA PETAPA,OAXACA,3.717026379,99.48977601,3.347820997,0.506755048,69.48943194,2.949946637
20_428,  SANTA MARIA QUIEGOLANI,OAXACA,0,97.14949466,0.099349374,0,96.47697441,1.005257504
20_429,  SANTA MARIA SOLA,OAXACA,2.681992337,90.52582186,0.875895803,0.147878512,87.91064389,0.74790917
20_431,  SANTA MARIA TECOMAVACA,OAXACA,45.13888889,38.64369848,0.164450017,0.164450017,24.71248569,0.061976139
20_432,  SANTA MARIA TEMAXCALAPA,OAXACA,1.435406699,96.47581582,0,0,92.4580216,0.188455232
20_430,  SANTA MARIA TEMAXCALTEPEC,OAXACA,0,98.37762988,0.190243324,0,96.53535383,1.388699796
20_434,  SANTA MARIA TEOPOXCO,OAXACA,0,99.9639637,0.820186091,0,70.99931943,0.750167585
20_435,  SANTA MARIA TEPANTLALI,OAXACA,0,100,0.099293092,0,61.75837939,18.98149409
20_436,  SANTA MARIA TEXCATITLAN,OAXACA,0.588235294,38.1996126,0.968498318,0.968498318,84.46710075,0
20_437,  SANTA MARIA TLAHUITOLTEPEC,OAXACA,0,99.08830002,0.161436091,0,78.35275984,12.54359288
20_438,  SANTA MARIA TLALIXTAC,OAXACA,0,99.95043321,0,0,48.61409499,0.524629786
20_439,  SANTA MARIA TONAMECA,OAXACA,13.54082458,96.87380554,2.187007427,0.628854883,69.45669113,2.923344942
20_440,  SANTA MARIA TOTOLAPILLA,OAXACA,0,99.52550415,0,0,99.52774498,0
20_441,  SANTA MARIA XADANI,OAXACA,33.51351351,87.16736845,0.057288534,0,43.61916603,1.363694905
20_442,  SANTA MARIA YALINA,OAXACA,0,99.59716403,0,0,48.85844749,0
20_443,  SANTA MARIA YAVESIA,OAXACA,0,98.30989724,0,0,94.57800512,0
20_445,  SANTA MARIA YOSOYUA,OAXACA,0,97.77953699,0,0,99.10825344,0.038272385
20_446,  SANTA MARIA YUCUHITI,OAXACA,0.197044335,86.97749878,0,0,94.77309265,0.429266145
20_448,  SANTA MARIA ZANIZA,OAXACA,0,77.84708394,21.99937624,1.319482763,52.30184323,0
20_449,  SANTA MARIA ZOQUITLAN,OAXACA,18.23416507,60.14465211,0.298643615,0,87.40660275,0
20_450,  SANTIAGO AMOLTEPEC,OAXACA,0.052410901,99.80906115,0.398453363,0,87.82846879,0.022802561
20_451,  SANTIAGO APOALA,OAXACA,0,91.75550224,0,0,90.55103236,0
20_452,  SANTIAGO APOSTOL,OAXACA,28.9017341,90.56207319,1.879413996,0.583668943,12.74072696,0.159590075
20_453,  SANTIAGO ASTATA,OAXACA,6.586826347,93.02048835,0.629635693,0,93.82666574,0.041236874
20_454,  SANTIAGO ATITLAN,OAXACA,0,99.9989003,0.004663806,0,94.08471734,0.004619184
20_455,  SANTIAGO AYUQUILILLA,OAXACA,25,99.83982915,0,0,4.468258624,0
20_456,  SANTIAGO CACALOXTEPEC,OAXACA,86.70886076,98.25027793,0.190922713,0.041084634,90.97736271,0
20_457,  SANTIAGO CAMOTLAN,OAXACA,0.255754476,99.74231248,0.034485178,0,96.0622015,0.319849031
20_458,  SANTIAGO COMALTEPEC,OAXACA,10.34482759,99.95199342,4.462326262,0,86.62006693,0.718797648
20_459,  SANTIAGO CHAZUMBA,OAXACA,27.14285714,97.94029022,0.337668173,0.132159755,54.33278349,0
20_460,  SANTIAGO CHOAPAM,OAXACA,0.547945205,99.4992742,0.137072488,0.137072488,87.11936252,1.28227912
20_461,  SANTIAGO DEL RIO,OAXACA,22.37762238,82.91063389,0,0,91.19319441,0
20_462,  SANTIAGO HUAJOLOTITLAN,OAXACA,49.57446809,67.77192739,4.368851323,0.381044755,54.30123279,0
20_463,  SANTIAGO HUAUCLILLA,OAXACA,12.88659794,97.33744265,1.302312648,0.588589702,63.56935612,0
20_464,  SANTIAGO IHUITLAN PLUMAS,OAXACA,60.15037594,99.59388438,0,0,43.00684932,0
20_465,  SANTIAGO IXCUINTEPEC,OAXACA,0,100,0,0,96.36695139,0.118121967
20_466,  SANTIAGO IXTAYUTLA,OAXACA,0.780814278,91.60970376,0,0,49.6154869,0.265227965
20_467,  SANTIAGO JAMILTEPEC,OAXACA,13.13190006,92.91205451,6.239268572,4.077678198,79.89349162,2.54446341
20_468,  SANTIAGO JOCOTEPEC,OAXACA,7.39979445,99.24349975,2.579205007,5.359752608,64.23904802,4.701391557
20_469,  SANTIAGO JUXTLAHUACA,OAXACA,5.857253685,85.95386933,0.486611119,0.388389922,63.75030261,0.545116077
20_470,  SANTIAGO LACHIGUIRI,OAXACA,0,99.77989729,0,0,93.57356502,0
20_471,  SANTIAGO LALOPA,OAXACA,1.869158879,94.38282648,0.007155635,0,96.25991689,0.240409383
20_472,  SANTIAGO LAOLLAGA,OAXACA,4.370179949,70.43007428,2.885943394,2.046958422,77.91765233,0.051063475
20_473,  SANTIAGO LAXOPA,OAXACA,0.681818182,95.3908105,0,0.152409677,87.74088203,0.422291353
20_474,  SANTIAGO LLANO GRANDE,OAXACA,46.68769716,96.16495695,20.82943954,0.177663441,64.91518539,0.045895349
20_475,  SANTIAGO MATATLAN,OAXACA,10.75747931,99.49216626,1.41603004,0.473132203,74.65484965,0.01542356
20_476,  SANTIAGO MILTEPEC,OAXACA,82.60869565,84.69599502,10.89437643,9.856816767,76.1435392,0
20_477,  SANTIAGO MINAS,OAXACA,0,98.42096604,0,0,80.98934858,4.558041928
20_478,  SANTIAGO NACALTEPEC,OAXACA,3.016241299,86.93043478,0.909565217,0.347826087,74.48120601,0.10192036
20_479,  SANTIAGO NEJAPILLA,OAXACA,5.405405405,100,0,0,84.93408663,0
20_480,  SANTIAGO NUNDICHE,OAXACA,18.29787234,99.84463686,0,0,95.49563807,0.098910012
20_481,  SANTIAGO NUYOO,OAXACA,0.217391304,99.75385576,0,0,97.72748745,0.336480113
20_482,  SANTIAGO PINOTEPA NACIONAL,OAXACA,21.28586996,93.80938514,6.98813877,2.966512725,74.72768958,1.210166444
20_483,  SANTIAGO SUCHILQUITONGO,OAXACA,27.14285714,70.62664583,2.076687576,2.455629536,81.39615391,0.043272809
20_484,  SANTIAGO TAMAZOLA,OAXACA,6.708595388,96.37445853,0.5164589,0.5164589,51.6328506,0.420390506
20_485,  SANTIAGO TAPEXTLA,OAXACA,1.102941176,96.61995539,0,0,49.45566061,0.899772964
20_486,  VILLA TEJUPAM DE LA UNION,OAXACA,56.19834711,95.58001705,9.858281478,3.100753342,84.09443381,0.347045432
20_487,  SANTIAGO TENANGO,OAXACA,2.821316614,99.61108509,20.51067989,4.430779255,78.00863359,6.037245086
20_488,  SANTIAGO TEPETLAPA,OAXACA,45.71428571,95.95959596,3.03030303,0,96.11650485,0
20_489,  SANTIAGO TETEPEC,OAXACA,4.081632653,99.58329089,1.69873269,0,73.26067325,0.236010836
20_490,  SANTIAGO TEXCALCINGO,OAXACA,0,99.91227316,0.128149996,4.12230154,87.46665063,1.363284509
20_492,  SANTIAGO TILANTONGO,OAXACA,1.925391095,99.98234307,0.406424599,0.275574165,98.82238398,0.077271393
20_493,  SANTIAGO TILLO,OAXACA,98.41269841,90.80105093,56.80474034,43.71625021,72.56993163,0
20_494,  SANTIAGO TLAZOYALTEPEC,OAXACA,3.406593407,99.91389599,0,0,98.94834436,0.184888716
20_495,  SANTIAGO XANICA,OAXACA,0,99.95333763,0,0,39.89745633,2.059369728
20_496,  SANTIAGO XIACUI,OAXACA,8.239700375,98.95075712,0.71539287,0,93.26176378,0.507258407
20_497,  SANTIAGO YAITEPEC,OAXACA,0,99.9096644,0,0,88.73321234,2.679425837
20_498,  SANTIAGO YAVEO,OAXACA,16.10601427,99.91633726,7.567772646,3.941610398,44.40334228,1.044325514
20_499,  SANTIAGO YOLOMECATL,OAXACA,18.49315068,79.15081114,1.430574232,0,19.80462948,0.272027859
20_500,  SANTIAGO YOSONDUA,OAXACA,6.536438768,95.43460129,0.17156767,0.018006112,44.29405548,0.022399245
20_501,  SANTIAGO YUCUYACHI,OAXACA,22.12389381,100,0,0,34.63108064,2.499183807
20_502,  SANTIAGO ZACATEPEC,OAXACA,1.884057971,100,0,0,58.93346758,0.0261294
20_503,  SANTIAGO ZOOCHILA,OAXACA,15.78947368,100,0,0,61.03927013,0.261800873
20_504,  NUEVO ZOQUIAPAM,OAXACA,46.77419355,90.76591001,0,0,86.77369559,0.267572296
20_505,  SANTO DOMINGO INGENIO,OAXACA,71.47766323,82.96029328,1.145322216,0.470260954,77.69053522,0.354202633
20_506,  SANTO DOMINGO ALBARRADAS,OAXACA,0,98.70357166,0,0.64821417,92.50464712,0.098938658
20_507,  SANTO DOMINGO ARMENTA,OAXACA,5.583756345,98.7926779,0,0.084501984,24.6345377,0.389870656
20_508,  SANTO DOMINGO CHIHUITAN,OAXACA,12.10762332,76.11154914,0.59991087,0,54.64243401,0.119415007
20_509,  SANTO DOMINGO DE MORELOS,OAXACA,2.659574468,99.90325391,0,0,82.888359,0.855705038
20_510,  SANTO DOMINGO IXCATLAN,OAXACA,2.666666667,97.84079821,0,0,50.58262124,0.288536233
20_511,  SANTO DOMINGO NUXAA,OAXACA,0.169779287,99.69537936,0,0,88.64818536,1.436339993
20_512,  SANTO DOMINGO OZOLOTEPEC,OAXACA,0,100,0,0,86.40052356,1.287958115
20_513,  SANTO DOMINGO PETAPA,OAXACA,0.732984293,99.79579219,0,0.367955922,88.15643988,3.472700396
20_514,  SANTO DOMINGO ROAYAGA,OAXACA,8.045977011,99.72352014,0,0,73.0008477,0
20_515,  SANTO DOMINGO TEHUANTEPEC,OAXACA,30.10752688,88.25555236,2.198210389,0.998799032,90.2600709,0.714799069
20_516,  SANTO DOMINGO TEOJOMULCO,OAXACA,0.164473684,97.36772537,0.873333585,0.96633181,91.70084491,0
